model,timeseries,sMAPE,MAPE,ShapeSimilarity,Grubbs,Category
Arima,Y14823,13.91,15.27,2320.98,0,Industry
Theta,Y14823,48.0,63.88,9868.0,0,Industry
Prophet,Y14823,12.23,11.39,1248.03,0,Industry
Last Value,Y14824,28.74,24.98,8364.0,0,Industry
Mean Value,Y14824,110.18,71.01,23484.83,0,Industry
Random Walk,Y14824,8.5,7.9,2392.77,0,Industry
Arima,Y14824,13.97,13.05,3533.71,0,Industry
Theta,Y14824,191.87,97.91,32346.0,0,Industry
Prophet,Y14824,14.11,13.15,3136.78,0,Industry
Last Value,Y14825,5.26,5.15,685.0,0,Industry
Mean Value,Y14825,97.16,65.38,8629.14,0,Industry
Random Walk,Y14825,26.84,32.55,4029.74,0,Industry
Arima,Y14825,7.69,7.35,988.31,0,Industry
Theta,Y14825,160.55,89.06,11745.0,0,Industry
Prophet,Y14825,11.2,10.5,1109.74,0,Industry
Last Value,Y14826,2.21,2.18,330.0,0,Industry
Mean Value,Y14826,75.77,54.95,8227.24,0,Industry
Random Walk,Y14826,6.95,6.69,874.71,0,Industry
Arima,Y14826,4.57,4.73,637.54,0,Industry
Theta,Y14826,135.49,80.75,12090.0,0,Industry
Prophet,Y14826,5.52,5.49,680.01,0,Industry
Last Value,Y14827,11.18,10.23,1440.0,0,Industry
Mean Value,Y14827,25.23,22.09,2976.55,0,Industry
Random Walk,Y14827,23.52,20.41,2719.61,0,Industry
Arima,Y14827,13.16,11.97,1668.8,0,Industry
Theta,Y14827,167.77,130.25,16940.0,0,Industry
Prophet,Y14827,9.02,8.62,1184.0,0,Industry
Last Value,Y14828,80.77,57.36,42900.0,0,Industry
Mean Value,Y14828,47.56,38.11,28810.34,0,Industry
Random Walk,Y14828,68.53,51.01,37897.99,0,Industry
Arima,Y14828,53.57,42.16,31537.09,0,Industry
Theta,Y14828,48.77,38.76,29400.0,0,Industry
Prophet,Y14828,41.66,34.16,25889.13,0,Industry
Last Value,Y14829,7.14,6.78,1060.0,0,Industry
Mean Value,Y14829,19.41,17.48,2660.0,0,Industry
Random Walk,Y14829,8.53,8.41,1077.87,0,Industry
Arima,Y14829,7.59,7.18,1122.03,0,Industry
Theta,Y14829,36.18,30.38,4570.0,0,Industry
Prophet,Y14829,13.58,14.94,2113.47,0,Industry
Last Value,Y14830,6.5,6.56,1900.0,0,Industry
Mean Value,Y14830,65.9,49.49,14568.97,0,Industry
Random Walk,Y14830,16.62,18.22,4512.31,0,Industry
Arima,Y14830,10.65,11.29,2609.44,0,Industry
Theta,Y14830,140.32,82.27,24200.0,0,Industry
Prophet,Y14830,12.54,13.39,3172.68,0,Industry
Last Value,Y14831,23.78,20.79,23100.0,0,Industry
Mean Value,Y14831,75.96,54.87,58718.18,0,Industry
Random Walk,Y14831,29.12,24.66,27474.78,0,Industry
Arima,Y14831,10.21,9.56,8656.37,0,Industry
Theta,Y14831,77.87,55.94,58800.0,0,Industry
Prophet,Y14831,35.43,29.96,32291.03,0,Industry
Last Value,Y14832,39.11,51.12,18825.97,0,Industry
Mean Value,Y14832,37.89,31.1,13348.22,0,Industry
Random Walk,Y14832,19.56,22.87,7135.49,0,Industry
Arima,Y14832,48.9,68.81,25445.75,0,Industry
Theta,Y14832,96.75,64.97,26597.63,0,Industry
Prophet,Y14832,30.26,36.51,13590.95,0,Industry
Last Value,Y14833,22.94,21.28,5700.0,0,Industry
Mean Value,Y14833,49.85,38.64,10472.73,0,Industry
Random Walk,Y14833,15.39,15.19,3868.59,0,Industry
Arima,Y14833,23.03,21.76,5716.97,0,Industry
Theta,Y14833,168.0,110.57,29400.0,0,Industry
Prophet,Y14833,18.83,17.68,4753.67,0,Industry
Last Value,Y14834,25.95,33.7,9851.08,0,Industry
Mean Value,Y14834,19.89,20.77,6840.72,0,Industry
Random Walk,Y14834,29.93,39.66,11810.92,0,Industry
Arima,Y14834,31.55,42.75,12658.52,0,Industry
Theta,Y14834,86.83,60.47,21652.0,0,Industry
Prophet,Y14834,39.16,54.97,16729.42,0,Industry
Last Value,Y14835,12.46,13.57,5400.0,0,Industry
Mean Value,Y14835,17.09,18.99,7634.48,0,Industry
Random Walk,Y14835,6.08,6.4,2502.04,0,Industry
Arima,Y14835,9.85,10.57,4028.01,0,Industry
Theta,Y14835,16.51,18.77,7400.0,0,Industry
Prophet,Y14835,10.74,11.45,3973.39,0,Industry
Last Value,Y14836,17.08,18.9,2630.0,0,Industry
Mean Value,Y14836,57.58,44.64,6380.34,0,Industry
Random Walk,Y14836,21.54,24.26,3420.36,0,Industry
Arima,Y14836,37.0,45.77,6487.77,0,Industry
Theta,Y14836,99.85,66.57,9490.0,0,Industry
Prophet,Y14836,4.0,4.08,495.71,0,Industry
Last Value,Y14837,8.5,7.77,1600.0,0,Industry
Mean Value,Y14837,52.35,41.27,7724.55,0,Industry
Random Walk,Y14837,5.79,5.86,785.4,0,Industry
Arima,Y14837,6.51,6.62,1088.58,0,Industry
Theta,Y14837,75.9,54.66,9980.0,0,Industry
Prophet,Y14837,5.48,5.52,825.3,0,Industry
Last Value,Y14838,32.05,51.5,5800.0,0,Industry
Mean Value,Y14838,76.67,158.13,22372.41,0,Industry
Random Walk,Y14838,49.4,97.93,11635.86,0,Industry
Arima,Y14838,32.17,50.62,5806.03,0,Industry
Theta,Y14838,97.94,246.33,35800.0,0,Industry
Prophet,Y14838,57.4,103.54,13877.49,0,Industry
Last Value,Y14839,46.34,62.76,4180.0,0,Industry
Mean Value,Y14839,14.96,16.54,1060.69,0,Industry
Random Walk,Y14839,35.98,45.49,3028.16,0,Industry
Arima,Y14839,45.49,61.16,4076.19,0,Industry
Theta,Y14839,132.78,116.82,6740.0,0,Industry
Prophet,Y14839,28.89,36.14,2308.0,0,Industry
Last Value,Y14840,27.82,34.83,1402.09,0,Industry
Mean Value,Y14840,60.76,91.3,3908.22,0,Industry
Random Walk,Y14840,35.95,52.1,2017.11,0,Industry
Arima,Y14840,25.85,32.08,1281.81,0,Industry
Theta,Y14840,89.32,167.21,7289.74,0,Industry
Prophet,Y14840,19.9,23.18,735.56,0,Industry
Last Value,Y14841,43.22,72.75,1695.43,0,Industry
Mean Value,Y14841,99.31,236.76,6623.04,0,Industry
Random Walk,Y14841,77.92,172.85,4484.41,0,Industry
Arima,Y14841,48.46,85.22,2021.6,0,Industry
Theta,Y14841,147.37,657.7,19270.69,0,Industry
Prophet,Y14841,200.0,986.85,29684.11,0,Industry
Last Value,Y14842,26.53,32.97,7391.09,0,Industry
Mean Value,Y14842,62.16,97.36,23229.23,0,Industry
Random Walk,Y14842,45.8,34.12,6211.15,0,Industry
Arima,Y14842,52.85,78.62,18381.51,0,Industry
Theta,Y14842,172.3,1654.41,426732.14,0,Industry
Prophet,Y14842,135.8,82.76,22824.47,0,Industry
Last Value,Y14843,5.88,5.64,1124.1,0,Industry
Mean Value,Y14843,100.76,66.98,12881.71,0,Industry
Random Walk,Y14843,36.29,29.72,5771.33,0,Industry
Arima,Y14843,8.49,8.98,1688.67,0,Industry
Theta,Y14843,188.0,96.91,18610.8,0,Industry
Prophet,Y14843,28.61,24.06,4716.63,0,Industry
Last Value,Y14844,2.21,2.18,415.38,0,Industry
Mean Value,Y14844,49.74,39.83,7535.34,0,Industry
Random Walk,Y14844,8.63,7.95,1361.48,0,Industry
Arima,Y14844,3.43,3.49,496.22,0,Industry
Theta,Y14844,62.38,45.38,8521.32,0,Industry
Prophet,Y14844,10.03,10.23,1921.75,0,Industry
Last Value,Y14845,8.89,8.24,981.3,0,Industry
Mean Value,Y14845,45.74,37.03,4141.64,0,Industry
Random Walk,Y14845,15.47,13.84,1577.41,0,Industry
Arima,Y14845,8.24,7.74,913.81,0,Industry
Theta,Y14845,89.85,61.97,6851.5,0,Industry
Prophet,Y14845,26.56,22.1,2413.98,0,Industry
Last Value,Y14846,12.93,11.96,8760.0,0,Industry
Mean Value,Y14846,27.76,24.23,17421.71,0,Industry
Random Walk,Y14846,24.96,21.01,15566.32,0,Industry
Arima,Y14846,12.94,11.97,8766.43,0,Industry
Theta,Y14846,41.53,33.88,23646.0,0,Industry
Prophet,Y14846,4.59,4.72,2246.68,0,Industry
Last Value,Y14847,58.54,114.16,11080.0,0,Industry
Mean Value,Y14847,62.92,125.28,12468.57,0,Industry
Random Walk,Y14847,57.45,120.28,10869.6,0,Industry
Arima,Y14847,59.67,117.41,11443.37,0,Industry
Theta,Y14847,88.92,221.44,23500.0,0,Industry
Prophet,Y14847,41.8,69.11,6430.24,0,Industry
Last Value,Y14848,11.58,11.09,3490.0,0,Industry
Mean Value,Y14848,21.02,18.44,5964.0,0,Industry
Random Walk,Y14848,11.17,11.57,1472.73,0,Industry
Arima,Y14848,11.23,11.27,3386.74,0,Industry
Theta,Y14848,58.55,100.98,27700.0,0,Industry
Prophet,Y14848,19.46,22.83,6282.3,0,Industry
Last Value,Y14849,6.68,6.36,569.0,0,Industry
Mean Value,Y14849,35.36,29.99,2611.12,0,Industry
Random Walk,Y14849,22.84,20.03,1757.94,0,Industry
Arima,Y14849,7.07,6.74,601.18,0,Industry
Theta,Y14849,24.77,20.97,1789.0,0,Industry
Prophet,Y14849,6.91,7.19,431.31,0,Industry
Last Value,Y14850,22.25,24.94,11190.0,0,Industry
Mean Value,Y14850,32.34,26.77,14108.75,0,Industry
Random Walk,Y14850,29.67,36.63,11398.97,0,Industry
Arima,Y14850,17.17,16.9,8448.0,0,Industry
Theta,Y14850,159.05,88.57,42560.0,0,Industry
Prophet,Y14850,33.07,43.66,15711.64,0,Industry
Last Value,Y14851,4.41,4.25,364.1,0,Industry
Mean Value,Y14851,17.67,16.19,1355.99,0,Industry
Random Walk,Y14851,1.55,1.53,117.88,0,Industry
Arima,Y14851,5.27,5.06,432.77,0,Industry
Theta,Y14851,26.19,23.13,1919.3,0,Industry
Prophet,Y14851,5.92,6.11,366.46,0,Industry
Last Value,Y14852,16.16,14.81,10080.0,0,Industry
Mean Value,Y14852,60.65,46.11,30022.31,0,Industry
Random Walk,Y14852,11.1,10.79,5087.26,0,Industry
Arima,Y14852,16.56,15.05,10302.04,0,Industry
Theta,Y14852,117.79,74.06,47120.0,0,Industry
Prophet,Y14852,10.39,10.8,6006.24,0,Industry
Last Value,Y14853,26.77,22.89,25740.0,0,Industry
Mean Value,Y14853,139.27,82.04,86633.08,0,Industry
Random Walk,Y14853,25.7,22.29,22321.57,0,Industry
Arima,Y14853,11.41,11.23,10318.91,0,Industry
Theta,Y14853,193.65,98.39,103440.0,0,Industry
Prophet,Y14853,52.52,41.32,44270.23,0,Industry
Last Value,Y14854,12.19,11.39,2183.0,0,Industry
Mean Value,Y14854,73.31,53.52,9948.31,0,Industry
Random Walk,Y14854,5.52,5.74,498.19,0,Industry
Arima,Y14854,3.31,3.34,601.63,0,Industry
Theta,Y14854,130.47,78.95,14563.0,0,Industry
Prophet,Y14854,2.9,2.91,529.47,0,Industry
Last Value,Y14855,19.47,17.19,4262.0,0,Industry
Mean Value,Y14855,63.68,47.96,11247.77,0,Industry
Random Walk,Y14855,17.47,15.47,3870.67,0,Industry
Arima,Y14855,11.22,10.51,2419.3,0,Industry
Theta,Y14855,116.48,73.61,16933.0,0,Industry
Prophet,Y14855,14.29,13.02,2904.19,0,Industry
Last Value,Y14856,9.26,8.89,5000.0,0,Industry
Mean Value,Y14856,63.21,47.88,26276.92,0,Industry
Random Walk,Y14856,21.07,18.74,9066.06,0,Industry
Arima,Y14856,8.46,8.3,4577.97,0,Industry
Theta,Y14856,169.43,91.72,49910.0,0,Industry
Prophet,Y14856,24.19,28.31,14857.62,0,Industry
Last Value,Y14857,9.33,8.88,5340.0,0,Industry
Mean Value,Y14857,24.3,21.63,12934.62,0,Industry
Random Walk,Y14857,6.86,6.57,3962.72,0,Industry
Arima,Y14857,8.1,7.74,4662.48,0,Industry
Theta,Y14857,32.92,28.23,16860.0,0,Industry
Prophet,Y14857,21.83,19.65,11753.63,0,Industry
Last Value,Y14858,4.17,4.26,257.0,0,Industry
Mean Value,Y14858,17.64,19.35,1167.62,0,Industry
Random Walk,Y14858,11.08,12.0,721.69,0,Industry
Arima,Y14858,6.2,6.41,386.27,0,Industry
Theta,Y14858,7.37,7.75,466.0,0,Industry
Prophet,Y14858,24.65,28.13,1697.68,0,Industry
Last Value,Y14859,22.13,18.89,10450.0,0,Industry
Mean Value,Y14859,29.04,24.43,13087.69,0,Industry
Random Walk,Y14859,13.72,12.26,5886.12,0,Industry
Arima,Y14859,22.32,19.05,10524.54,0,Industry
Theta,Y14859,26.83,22.81,12250.0,0,Industry
Prophet,Y14859,38.27,31.23,16385.45,0,Industry
Last Value,Y14860,9.69,9.47,6470.0,0,Industry
Mean Value,Y14860,56.76,44.04,30193.08,0,Industry
Random Walk,Y14860,12.59,11.79,7152.03,0,Industry
Arima,Y14860,10.95,10.35,7267.87,0,Industry
Theta,Y14860,135.47,80.29,54080.0,0,Industry
Prophet,Y14860,15.09,13.95,9814.58,0,Industry
Last Value,Y14861,14.52,13.5,8060.0,0,Industry
Mean Value,Y14861,33.6,28.74,17087.69,0,Industry
Random Walk,Y14861,13.03,12.19,7281.54,0,Industry
Arima,Y14861,12.19,11.45,6843.05,0,Industry
Theta,Y14861,27.78,24.22,14300.0,0,Industry
Prophet,Y14861,27.43,24.1,14331.21,0,Industry
Last Value,Y14862,5.72,5.5,3450.0,0,Industry
Mean Value,Y14862,26.25,23.15,14236.92,0,Industry
Random Walk,Y14862,5.14,5.23,2379.7,0,Industry
Arima,Y14862,5.54,5.33,3343.93,0,Industry
Theta,Y14862,26.18,22.73,14050.0,0,Industry
Prophet,Y14862,21.57,19.4,11949.85,0,Industry
Last Value,Y14863,9.13,8.68,5110.0,0,Industry
Mean Value,Y14863,52.58,41.61,24259.23,0,Industry
Random Walk,Y14863,25.3,22.1,12973.66,0,Industry
Arima,Y14863,1.3,1.29,643.46,0,Industry
Theta,Y14863,84.11,59.16,34390.0,0,Industry
Prophet,Y14863,11.3,10.69,6215.5,0,Industry
Last Value,Y14864,15.98,14.49,1866.8,0,Industry
Mean Value,Y14864,66.55,49.8,6180.8,0,Industry
Random Walk,Y14864,29.43,24.72,3176.12,0,Industry
Arima,Y14864,5.62,5.4,528.3,0,Industry
Theta,Y14864,135.15,80.65,9923.3,0,Industry
Prophet,Y14864,3.2,3.19,369.01,0,Industry
Last Value,Y14865,7.47,7.71,1655.0,0,Industry
Mean Value,Y14865,22.83,20.25,4621.0,0,Industry
Random Walk,Y14865,7.53,7.25,1493.3,0,Industry
Arima,Y14865,7.47,7.7,1654.83,0,Industry
Theta,Y14865,75.3,54.66,12175.0,0,Industry
Prophet,Y14865,29.82,35.29,7722.4,0,Industry
Last Value,Y14866,6.54,6.89,1433.0,0,Industry
Mean Value,Y14866,5.16,5.03,1101.69,0,Industry
Random Walk,Y14866,7.05,7.34,1449.33,0,Industry
Arima,Y14866,8.24,8.73,1827.98,0,Industry
Theta,Y14866,8.04,7.71,1039.0,0,Industry
Prophet,Y14866,10.6,11.26,2388.23,0,Industry
Last Value,Y14867,22.4,26.2,6336.0,0,Industry
Mean Value,Y14867,56.74,80.83,20293.85,0,Industry
Random Walk,Y14867,35.06,45.47,10967.6,0,Industry
Arima,Y14867,22.88,26.81,6492.05,0,Industry
Theta,Y14867,72.44,117.02,29310.0,0,Industry
Prophet,Y14867,17.37,19.24,3702.74,0,Industry
Last Value,Y14868,10.86,10.6,2071.3,0,Industry
Mean Value,Y14868,62.79,47.59,9347.29,0,Industry
Random Walk,Y14868,11.26,11.26,2135.31,0,Industry
Arima,Y14868,12.4,13.39,2417.61,0,Industry
Theta,Y14868,140.7,82.56,15999.1,0,Industry
Prophet,Y14868,13.47,14.15,2608.25,0,Industry
Last Value,Y14869,2.68,2.67,1325.0,0,Industry
Mean Value,Y14869,28.54,24.94,12332.85,0,Industry
Random Walk,Y14869,3.55,3.46,1739.32,0,Industry
Arima,Y14869,6.81,6.49,3151.89,0,Industry
Theta,Y14869,51.34,40.46,19894.0,0,Industry
Prophet,Y14869,15.11,16.42,8074.22,0,Industry
Last Value,Y14870,22.25,24.94,11190.0,0,Industry
Mean Value,Y14870,19.44,21.12,9671.54,0,Industry
Random Walk,Y14870,16.71,17.83,8294.82,0,Industry
Arima,Y14870,16.69,17.17,8158.41,0,Industry
Theta,Y14870,27.25,23.28,10910.0,0,Industry
Prophet,Y14870,40.31,53.18,22869.48,0,Industry
Last Value,Y14871,17.96,16.18,8078.0,0,Industry
Mean Value,Y14871,32.66,27.84,13626.15,0,Industry
Random Walk,Y14871,17.37,15.69,7688.77,0,Industry
Arima,Y14871,21.35,18.93,9424.16,0,Industry
Theta,Y14871,82.39,58.22,28115.0,0,Industry
Prophet,Y14871,6.03,6.31,2458.66,0,Industry
Last Value,Y14872,15.74,14.11,1741.5,0,Industry
Mean Value,Y14872,55.42,43.14,5030.54,0,Industry
Random Walk,Y14872,27.77,23.54,2840.2,0,Industry
Arima,Y14872,19.35,17.07,2090.68,0,Industry
Theta,Y14872,101.9,67.5,7746.0,0,Industry
Prophet,Y14872,6.26,6.37,628.17,0,Industry
Last Value,Y14873,3.91,3.81,6407.3,0,Industry
Mean Value,Y14873,105.26,68.96,114218.85,0,Industry
Random Walk,Y14873,6.57,6.85,10364.77,0,Industry
Arima,Y14873,1.18,1.17,1515.98,0,Industry
Theta,Y14873,146.07,84.41,139811.8,0,Industry
Prophet,Y14873,57.7,44.1,73146.09,0,Industry
Last Value,Y14874,3.6,3.62,456.2,0,Industry
Mean Value,Y14874,54.85,43.02,5426.85,0,Industry
Random Walk,Y14874,17.73,15.65,2016.79,0,Industry
Arima,Y14874,3.81,3.89,442.14,0,Industry
Theta,Y14874,115.02,72.99,9185.0,0,Industry
Prophet,Y14874,22.49,25.45,3211.87,0,Industry
Last Value,Y14875,14.04,12.9,5304.0,0,Industry
Mean Value,Y14875,98.65,66.02,26255.54,0,Industry
Random Walk,Y14875,15.58,14.08,5801.96,0,Industry
Arima,Y14875,44.6,58.21,23300.28,0,Industry
Theta,Y14875,148.97,85.37,33855.0,0,Industry
Prophet,Y14875,31.64,27.27,10870.91,0,Industry
Last Value,Y14876,8.4,7.8,1211.1,0,Industry
Mean Value,Y14876,51.49,40.76,5896.2,0,Industry
Random Walk,Y14876,10.96,9.86,1379.47,0,Industry
Arima,Y14876,8.28,7.89,1194.79,0,Industry
Theta,Y14876,111.53,71.58,10248.2,0,Industry
Prophet,Y14876,36.04,29.05,4210.84,0,Industry
Last Value,Y14877,12.97,14.01,3224.8,0,Industry
Mean Value,Y14877,12.65,11.8,2814.63,0,Industry
Random Walk,Y14877,9.72,10.26,2381.2,0,Industry
Arima,Y14877,12.99,14.03,3228.57,0,Industry
Theta,Y14877,52.42,41.3,9743.0,0,Industry
Prophet,Y14877,17.45,15.62,3591.35,0,Industry
Last Value,Y14878,20.67,23.43,1407.0,0,Industry
Mean Value,Y14878,24.45,28.26,1703.94,0,Industry
Random Walk,Y14878,17.39,19.19,1170.36,0,Industry
Arima,Y14878,16.22,17.97,1073.36,0,Industry
Theta,Y14878,50.24,67.66,4209.0,0,Industry
Prophet,Y14878,51.84,70.58,4311.1,0,Industry
Last Value,Y14879,15.74,14.11,17415.0,0,Industry
Mean Value,Y14879,86.44,60.22,69646.53,0,Industry
Random Walk,Y14879,14.43,12.72,16090.37,0,Industry
Arima,Y14879,19.13,16.9,20692.64,0,Industry
Theta,Y14879,141.48,82.86,95061.0,0,Industry
Prophet,Y14879,63.03,46.45,54197.38,0,Industry
Last Value,Y14880,3.91,3.81,640.73,0,Industry
Mean Value,Y14880,54.01,42.51,7045.74,0,Industry
Random Walk,Y14880,9.64,9.01,1515.5,0,Industry
Arima,Y14880,0.73,0.74,120.68,0,Industry
Theta,Y14880,119.18,74.68,12363.76,0,Industry
Prophet,Y14880,50.78,39.65,6584.65,0,Industry
Last Value,Y14881,3.74,3.65,1721.0,0,Industry
Mean Value,Y14881,46.53,37.68,17072.02,0,Industry
Random Walk,Y14881,10.77,11.53,2449.95,0,Industry
Arima,Y14881,4.27,4.26,1954.56,0,Industry
Theta,Y14881,93.74,63.79,28813.0,0,Industry
Prophet,Y14881,23.25,19.47,8706.58,0,Industry
Last Value,Y14882,6.1,6.06,5877.0,0,Industry
Mean Value,Y14882,72.46,53.11,51363.43,0,Industry
Random Walk,Y14882,20.38,22.95,16975.29,0,Industry
Arima,Y14882,5.96,5.95,5745.52,0,Industry
Theta,Y14882,121.16,75.45,72676.0,0,Industry
Prophet,Y14882,42.25,33.26,32447.31,0,Industry
Last Value,Y14883,12.85,11.85,4435.2,0,Industry
Mean Value,Y14883,113.75,72.48,26116.29,0,Industry
Random Walk,Y14883,11.34,10.29,3867.37,0,Industry
Arima,Y14883,4.49,4.6,568.65,0,Industry
Theta,Y14883,150.15,85.76,30841.8,0,Industry
Prophet,Y14883,85.65,59.18,21377.89,0,Industry
Last Value,Y14884,12.34,13.44,5000.0,0,Industry
Mean Value,Y14884,10.54,10.96,4230.0,0,Industry
Random Walk,Y14884,12.53,12.94,4670.51,0,Industry
Arima,Y14884,11.54,12.22,4649.07,0,Industry
Theta,Y14884,154.31,96.54,39790.0,0,Industry
Prophet,Y14884,52.2,71.64,27997.3,0,Industry
Last Value,Y14885,10.86,10.19,5164.0,0,Industry
Mean Value,Y14885,65.13,49.08,24379.0,0,Industry
Random Walk,Y14885,3.73,3.64,1285.61,0,Industry
Arima,Y14885,1.01,1.0,500.5,0,Industry
Theta,Y14885,119.3,74.72,37003.0,0,Industry
Prophet,Y14885,3.14,3.19,971.69,0,Industry
Last Value,Y14886,2.21,2.22,1137.0,0,Industry
Mean Value,Y14886,33.67,28.81,14742.85,0,Industry
Random Walk,Y14886,7.31,7.73,2794.5,0,Industry
Arima,Y14886,2.89,2.94,1486.78,0,Industry
Theta,Y14886,68.46,51.0,26072.0,0,Industry
Prophet,Y14886,13.8,14.89,7614.72,0,Industry
Last Value,Y14887,5.26,5.05,1476.53,0,Industry
Mean Value,Y14887,67.3,50.32,14218.42,0,Industry
Random Walk,Y14887,9.35,8.58,2517.81,0,Industry
Arima,Y14887,4.37,4.22,1225.05,0,Industry
Theta,Y14887,110.04,70.97,19994.47,0,Industry
Prophet,Y14887,12.24,13.19,3643.37,0,Industry
Last Value,Y14888,5.26,5.05,1476.53,0,Industry
Mean Value,Y14888,41.34,34.2,9685.41,0,Industry
Random Walk,Y14888,5.44,5.21,1279.84,0,Industry
Arima,Y14888,3.83,3.72,1083.36,0,Industry
Theta,Y14888,73.94,53.97,15194.44,0,Industry
Prophet,Y14888,11.34,12.02,2756.13,0,Industry
Last Value,Y14889,8.23,7.72,5585.2,0,Industry
Mean Value,Y14889,76.79,55.43,38345.86,0,Industry
Random Walk,Y14889,16.86,15.12,10798.68,0,Industry
Arima,Y14889,2.99,3.04,1178.9,0,Industry
Theta,Y14889,133.98,80.22,55276.8,0,Industry
Prophet,Y14889,7.95,8.29,2765.93,0,Industry
Last Value,Y14890,3.76,3.69,220.0,0,Industry
Mean Value,Y14890,30.34,35.77,2127.85,0,Industry
Random Walk,Y14890,6.01,6.26,372.96,0,Industry
Arima,Y14890,4.34,4.25,253.18,0,Industry
Theta,Y14890,25.2,28.98,1727.0,0,Industry
Prophet,Y14890,20.99,23.48,1395.74,0,Industry
Last Value,Y14891,6.61,6.32,3730.0,0,Industry
Mean Value,Y14891,23.01,20.58,11929.23,0,Industry
Random Walk,Y14891,11.69,10.82,6377.88,0,Industry
Arima,Y14891,5.82,5.59,3305.64,0,Industry
Theta,Y14891,47.75,38.49,22120.0,0,Industry
Prophet,Y14891,2.27,2.27,1265.23,0,Industry
Last Value,Y14892,18.35,16.76,9780.0,0,Industry
Mean Value,Y14892,14.82,13.75,8035.38,0,Industry
Random Walk,Y14892,10.4,9.8,5470.31,0,Industry
Arima,Y14892,17.65,16.17,9440.76,0,Industry
Theta,Y14892,19.15,17.33,9950.0,0,Industry
Prophet,Y14892,18.52,16.89,9862.79,0,Industry
Last Value,Y14893,6.47,6.25,3740.0,0,Industry
Mean Value,Y14893,23.57,21.08,12573.85,0,Industry
Random Walk,Y14893,3.64,3.63,2013.69,0,Industry
Arima,Y14893,1.5,1.48,510.99,0,Industry
Theta,Y14893,40.35,33.5,19940.0,0,Industry
Prophet,Y14893,9.02,8.63,5146.39,0,Industry
Last Value,Y14894,9.78,9.27,550.0,0,Industry
Mean Value,Y14894,43.64,55.95,3266.46,0,Industry
Random Walk,Y14894,13.42,14.94,889.05,0,Industry
Arima,Y14894,11.9,11.15,661.83,0,Industry
Theta,Y14894,99.97,200.32,11765.0,0,Industry
Prophet,Y14894,137.33,79.84,4710.23,0,Industry
Last Value,Y14895,3.61,3.61,1142.0,0,Industry
Mean Value,Y14895,23.22,20.75,6541.31,0,Industry
Random Walk,Y14895,5.11,5.04,1266.59,0,Industry
Arima,Y14895,4.86,5.01,1344.63,0,Industry
Theta,Y14895,44.96,36.69,11510.0,0,Industry
Prophet,Y14895,10.94,11.61,3252.77,0,Industry
Last Value,Y14896,13.5,12.58,10622.0,0,Industry
Mean Value,Y14896,54.96,43.08,36034.77,0,Industry
Random Walk,Y14896,12.8,11.95,10081.99,0,Industry
Arima,Y14896,4.91,4.78,2197.55,0,Industry
Theta,Y14896,86.5,60.31,50234.0,0,Industry
Prophet,Y14896,2.51,2.48,1047.35,0,Industry
Last Value,Y14897,7.09,7.38,1908.0,0,Industry
Mean Value,Y14897,20.06,18.13,4853.54,0,Industry
Random Walk,Y14897,11.06,11.83,2422.48,0,Industry
Arima,Y14897,6.31,6.43,1689.03,0,Industry
Theta,Y14897,40.7,33.8,8931.0,0,Industry
Prophet,Y14897,20.28,22.62,5943.34,0,Industry
Last Value,Y14898,18.84,16.97,4294.0,0,Industry
Mean Value,Y14898,49.63,39.61,9801.54,0,Industry
Random Walk,Y14898,12.93,12.03,2653.2,0,Industry
Arima,Y14898,18.06,16.31,4133.05,0,Industry
Theta,Y14898,99.74,66.48,16234.0,0,Industry
Prophet,Y14898,10.09,10.72,1657.45,0,Industry
Last Value,Y14899,4.78,4.7,1223.0,0,Industry
Mean Value,Y14899,30.89,26.65,6808.15,0,Industry
Random Walk,Y14899,13.39,12.51,2813.3,0,Industry
Arima,Y14899,5.0,4.81,1278.44,0,Industry
Theta,Y14899,77.36,55.73,14082.0,0,Industry
Prophet,Y14899,30.3,35.8,9017.82,0,Industry
Last Value,Y14900,12.23,11.32,4305.4,0,Industry
Mean Value,Y14900,90.9,62.44,22908.22,0,Industry
Random Walk,Y14900,23.73,20.87,7763.01,0,Industry
Arima,Y14900,1.8,1.81,608.15,0,Industry
Theta,Y14900,142.22,83.11,30380.8,0,Industry
Prophet,Y14900,15.84,14.67,5006.05,0,Industry
Last Value,Y14901,16.09,14.68,4201.7,0,Industry
Mean Value,Y14901,58.22,44.99,12568.79,0,Industry
Random Walk,Y14901,24.48,21.29,6096.83,0,Industry
Arima,Y14901,9.89,9.34,2242.41,0,Industry
Theta,Y14901,97.41,65.45,18116.6,0,Industry
Prophet,Y14901,8.66,8.23,1868.4,0,Industry
Last Value,Y14902,16.63,14.65,8906.0,0,Industry
Mean Value,Y14902,60.37,46.03,25793.92,0,Industry
Random Walk,Y14902,26.59,22.61,13252.1,0,Industry
Arima,Y14902,8.78,8.08,4896.6,0,Industry
Theta,Y14902,85.46,59.85,32939.0,0,Industry
Prophet,Y14902,6.62,6.44,3545.93,0,Industry
Last Value,Y14903,2.21,2.18,415.38,0,Industry
Mean Value,Y14903,17.95,16.46,3116.93,0,Industry
Random Walk,Y14903,5.07,4.9,934.15,0,Industry
Arima,Y14903,2.26,2.29,282.28,0,Industry
Theta,Y14903,29.62,25.79,4873.17,0,Industry
Prophet,Y14903,1.27,1.27,175.41,0,Industry
